Content,Metadata
"Nerelerde Gerekli? Derlemeler esnasında alınan hatalardan fark edilebilecek durumlar. Sertifikaların süresinin dolması durumunda. Örneğin; TFS ajanlarından https://scorenexus.isbank adresine erişilmediği; derlemenin kayıtlarından farkedilir. Önce; güncel sertifika indirilir veya talep edilir. Güncel Sertifika Firefox üzerinden şu şekilde indirilir; İlgili adrese gidilir. Menü→ Seçenekler → Gelişmiş → Sertifikalar → Sertifikaları Göster → İçe Aktar Sonrasında Keytool kullanmak için aşağıdaki dizine gidilir; ve ilgili bütün sertifikalar aşağıdaki komutlar ile girilmelidir; Komut keytool -importcert -file {{path of cer}} -alias {{alias this cer}} -storepass changeit -keystore {{path of cacerts}} Örneğin; {{path of cert}} → C:/Certs/scorenexusisbank.cer {{named this cert}} → scorenexusisbank (isimlendirme scorenexus.isbank için -kolay anlaşılması adına böyle olmalı) {{path of cacerts}} → ""%JAVA_HOME%\jre\lib\security\cacerts"" (JRE içerisinde yer alan cacerts'in yolu verilmeli) Böylelikle sertifikalar güncellenmiş olacaktır.image2019-10-2_19-49-10.png","{'title': 'TFS Softtech için Sertifika Tanımlarının Güncellenmesi', 'id': '3213765', 'source': 'https://wiki.softtech.com.tr/pages/viewpage.action?pageId=3213765'}"
TFS Softtech Build Agent'larının NuGet Restore aşamasında https://scorenexus.isbank adresine giderken yaşadığı ssl sorunun çözümü için agent'ın kurulu olduğu sunucuda Trusted Root Certification Authorities altında TURKIYE IS BANKASI A.S. Kok Sertifika Saglayicisi sertifikasının bulunması gerekmektedir. Aşağıda sertifika dosyası eklidir. 250 Sertifikayı yüklemek için üzerine çift tıklanıp açılan pencereden Install Certificate... seçilmelidir. Açılan Import Wizard aracılığıyla Store Location Local Machine seçilerek ilerlenir. Sertifikanın depolanacağı yer Trusted Root Certification Authorities seçilerek devam edilir. Özet ekranında son kontroller yapıldıktan sonar işlem tamamlanır. Kontrol için Internet Explorer aracılığı ile https://scorenexus.isbank adresine gidilip herhangi bir sertifika sorunu olup olmadığına bakılır.summary.PNGstore.PNGwizard.PNGcertificate.PNG,"{'title': ""TFS Softtech Build Agent'larının scorenexus ile İletişimindeki Sertifika Sorunu Çözümü"", 'id': '3213821', 'source': 'https://wiki.softtech.com.tr/pages/viewpage.action?pageId=3213821'}"
Sunucularımızda C:\Program Files\Isbank\IsHostNET PATH'i içerisinde bulunması gereken dosya ektedir. İlgili dosyanın olması gereken PATH'de olmaması veya silinmesi durumunda tekrar eklenmelidir ve periyodik olarak sunucularda ilgili .config dosyasının kontrolü sağlanmalıdır. 250,"{'title': 'IsHostNET Config Dosyası', 'id': '3213822', 'source': 'https://wiki.softtech.com.tr/pages/viewpage.action?pageId=3213822'}"
"Ansbile Nedir? Ansible; uygulama dağıtımı, bulut sağlama, iç servis orkestrasyonu vb. işleri otomatize edebilen açık kaynaklı bir otomasyon aracıdır. Kullanımı basittir ve herhangi bir agent yapısı gerektirmez. Başlatılması ve çalıştırılması için herhangi bir ek servis, veritabanı vb. gerektirmez. Otomatize edilecek işleri tanımlamak için playbook yapısını kullanır. Playbook yapıları da insanların çok basit bir şekilde okuyup anlayabileceği YAML(.yml-.yaml) dilinde yazılırlar. Ansible Nasıl Çalışır? Ansible, makineleri(node) birbirlerine bağlar ve ""Ansible Modules"" denilen ufak programları yollar. Bu modüller de varsayılan bir şekilde SSH üzerinde çalıştırılırlar. Modüllerin işi bitince silinirler. 2 çeşit makine mevcuttur: Kontrol Makinesi(Management Node-Controlling Node)→Diğer makinelerin yönetiminin yapıldığı makinelerdir. Bütün playbook çalıştırılması işlemlerini kontrol ederler. Ansible kurulumu da bu makineye yapılır. Ayrıca içerisinde ansible modüllerinin çalıştırılması gerektiği ve ssh bağlantısı kurulması gereken hostların bir listesini tutan inventory dosyası mevcuttur. Uzak Makine(Remote Machine)→Kontrol makinesi tarafından kullanılan/kontrol edilen dosyalardır. Ansible Kurulumu Kuruluma başlamadan önce ""sudo apt-get update -y"" ve ""sudo apt-get upgrade -y"" komutlarıyla gerekli olan güncellemeler çekilir ve kurulur. Bu komutlarla beraber Ansible'ın çalışması için gereken Python da kurulmuş olur. Daha sonra ""sudo apt install software-properties-common"" komutuyla software-properties-common"" paketi kurulur. Bu paket repository yönetimini kolaylaştırmaktadır. ""sudo apt-add-repository --yes --update ppa:ansible/ansible"" komutuyla ile Ansible PPA kurulumu yapılarak, ""sudo apt-get update -y"" komutuyla tekrardan güncellemeler görülür. En son adımda ""sudo apt install ansible"" komutuyla kurulum tamamlanır. Kurulumun başarılı olup olmadığı ""ansible --version"" komutu kullanılarak kontrol edilebilir. Bu komut kurulan Ansible'ın bilgilerini verecektir. Ansible'ın dosyaları /etc/ansible konumunda olacaktır. roles klasöründe oluşturulan role yapıları, ansible.cfg dosyasında Ansible ayarları, hosts dosyasında uzaktan bağlanılacak makinelerin bilgileri tutulur. YAML Dosyası(.yml) Aşağıda kullanıcı oluşturma işlemi için yazılan playbook(createUser.yml) dosyası görülmektedir: name etiketinin altında Ansible playbook ismi tanımlanmıştır. Playbook'un yapacağı göreve göre mantıksal bir isim verilebilir. hosts ve connection etiketlerinde playbook'un hangi ip adreslerinde ve hangi makinelerde çalışacağı tanımlanmıştır. Burada bu playbook, localde çalışacak şekilde ayarlanmıştır. Localde çalışılması için bu 2 etiketin verilmesi zorunludur. tasks etiketi altında çalıştırılacak görevler listelenir. Bu etiketin altında kullanıcıyı oluşturacak bir görev, ismi verilerek tanımlanmıştır. Bu iş için user modülü kullanılmıştır. name etiketinde oluşturulacak kullanıcının kullanıcı ismi verilir. password etiketinde kullanıcı parolası tanımlanır. Ancak parola şifrelenmiş bir şekilde verilmelidir. Şifreleme işi için 2 yol uygulanmıştır. İlk yol mkpasswd hizmetini kullanmaktır. ""mkpasswd --method=sha-512"" komutu çalıştırılır, istenilen parola girilerek şifrelenmiş hali üretilir ve kopyalanıp YAML dosyasındaki password etiketine verilir. Eğer hizmet, kurulu değilse ""sudo apt-get install whois"" komutuyla kurulabilir. Hizmet, whois paketi içindedir. 2. yol olarak Python'a ait şifre hashleme kütüphanesi olan Passlib kütüphanesi kullanılabilir. ""pip install passlib"" komutuyla kütüphane kurulur ve ' python -c ""from passlib.hash import sha512_crypt; import getpass; print(sha512_crypt.using(rounds=5000).hash(getpass.getpass()))"" 'komutu çalıştırılarak aynı şekilde verilecek parola girilir. Daha sonra parolanın şifrelenmiş hali üretilir, aynı şekilde password etiketine yapıştırılır. Üretilen parolanın şifrelenmiş halinin doğru bir şekilde birebir kopyalanıp yapıştırıldığından emin olunmalıdır. Aksi takdirde kullanıcı oluşturulur ancak verilen parolayla giriş yapılamaz. Parolanın yanlış olduğu uyarısı verilir. state etiketinde hesabın varolup olmaması gerektiği belirtilir. shell etiketinde kullanıcının shelli belirtilir. system etiketi oluşturulan kullanıcının sistem kullanıcısı olup olmayacağını belirtir. createhome etiketi kullanıcı için bir home klasörü oluşturulup oluşturulmayacağını belirtir. home etiketi home klasörünün yerini ayarlar. Daha ayrıntılı bilgiler için "" https://docs.ansible.com/ansible/latest/reference_appendices/faq.html#how-do-i-generate-encrypted-passwords-for-the-user-module "" ve "" https://docs.ansible.com/ansible/latest/modules/user_module.html "" linklerine bakılabilir. Playbook Çalıştırma ve Kullanıcı Oluşturma YAML dosyasına bütün gerekli parametreler girildikten sonra dosyanın olduğu konumda bir terminal çalıştırılır. YAML dosyası ansible-playbook komutu ile çalıştırılır. Açılan terminalde ""sudo ansible-playbook createUser.yml"" komutu çalıştırılır ve kullanıcı oluşturma işlemi tamamlanır. Komutun başına sudo konularak root kullanıcı olarak çalıştırılması sağlanmıştır çünkü oluşturulan kullanıcı için /etc/passwd dosyasının güncellenmesi gerekmektedir. Aksi takdirde erişim yetkisi sorunundan dolayı kullanıcı oluşturulmayacaktır. Komut çalıştırıldıktan sonra Ansible, parolanın hashli olmaması vb. beklenmedik durumları uyarı olarak verecektir.ansible_etc.JPGansible_userlist.pngansible_home.JPGansible_user.JPGansible_create.pngansible_password.JPGansible_playbook.pngansible_yaml.JPGansible_version.JPGansible_works.jpgansible_logo.png","{'title': 'Ansible Kullanılarak YAML Scriptiyle Linux Ubuntu Üzerinde Yeni Bir Kullanıcı Oluşturulması', 'id': '3213935', 'source': 'https://wiki.softtech.com.tr/pages/viewpage.action?pageId=3213935'}"
,"{'title': 'DevOps-Sprint Bültenleri', 'id': '3213941', 'source': 'https://wiki.softtech.com.tr/pages/viewpage.action?pageId=3213941'}"
"Sprint Künyesi Sprintin Numarası 6 Sprintin Tarihi 14.10.2019 - 21.10.2019 Sprintin Amacı devops.softtech ürün gelişimi görevleri ve Karne hedeflerinde yer alan görevlerin takibi. Epic Bazında Dağılım false false Jira project%20%3D%20DEV%20AND%20%22Epic%20Link%22%20in%20(DEV-157%2C%20DEV-136%2C%20DEV-138%2C%20DEV-1)%20AND%20Sprint%20%3D%2034 customfield_10101 pie 450 true 2f3948c0-ae52-36e0-9a8c-3c79fe243c41 Görev Kapatanlar false false Jira project%20%3D%20DEV%20AND%20status%20%3D%20Done%20AND%20Sprint%20%3D%2034 assignees pie 450 true 2f3948c0-ae52-36e0-9a8c-3c79fe243c41 Tamamlanan Görevler Jira key,summary,created,assignee,status 30 project = DEV AND status = Done AND Sprint = 34 2f3948c0-ae52-36e0-9a8c-3c79fe243c41 İşlemi Devam Eden Görevler Jira key,summary,created,assignee,status 30 project = DEV AND status = ""In Progress"" AND Sprint = 34 2f3948c0-ae52-36e0-9a8c-3c79fe243c41 Açık Görevler Jira key,summary,created,assignee,status 30 project = DEV AND status = Open AND Sprint = 34 2f3948c0-ae52-36e0-9a8c-3c79fe243c41","{'title': 'Sprint 6 Bülteni', 'id': '3213943', 'source': 'https://wiki.softtech.com.tr/pages/viewpage.action?pageId=3213943'}"
"Problem find: ‘/var/lib/jenkins/workspace/SofttechDevops/Common/packs’: No such file or directory Solution Yerel bilgisayarda .Net paketleri olsa daha derleniyor, ancak jenkins (linux) üzerinde sadece dotnetcore paketleri ile derlenebiliyor. Eğer .Net Framework bağımlılığı varsa derlenmiyor ve nuget paketi oluşmuyor. Bu nedenle nexus'a yükleme sırasında hata alınıyor. Çözüm olarak .netcore'da olmayan paketlerin bağımlılıklardan çıkarılması gerekiyor. Related articles Related articles appear here based on the labels you select. Click to edit the macro and add or change labels. false 5 GUV false modified true page label in (""build"",""dotnet"",""dotnetcore"") and type = ""page"" and space = ""GUV"" dotnet dotnetcore build true Related issues","{'title': 'dotnetcore package upload to jenkins', 'id': '3214025', 'source': 'https://wiki.softtech.com.tr/display/SDO/dotnetcore+package+upload+to+jenkins'}"
,"{'title': 'Eğitimler', 'id': '3214061', 'source': 'https://wiki.softtech.com.tr/pages/viewpage.action?pageId=3214061'}"
"Modern Authentication eğitimi sunularına erişebilirsiniz, 250 250 250 250 250 250 250 250 2509.Securing API with APIM.pdf8.OWIN.pdf7.ADAL.pdf6.Developing Applications.pdf5.AAD - B2C.pdf4.Azure AD.pdf3.ADFS.pdf2.OAuth2 and OpenID Connect.pdf1.Introduction.pdf","{'title': 'Modern Authentication Eğitim', 'id': '3214063', 'source': 'https://wiki.softtech.com.tr/pages/viewpage.action?pageId=3214063'}"
"Sprint Künyesi Sprintin Numarası 7 Sprintin Tarihi 21.10.2019 - 28.10.2019 Sprintin Amacı devops.softtech ürün gelişimi görevleri ve Karne hedeflerinde yer alan görevlerin takibi. Epic Bazında Dağılım false false Jira project%20%3D%20DEV%20AND%20%22Epic%20Link%22%20in%20(DEV-157%2C%20DEV-136%2C%20DEV-138%2C%20DEV-1)%20AND%20Sprint%20%3D%2051 customfield_10101 pie 450 true 2f3948c0-ae52-36e0-9a8c-3c79fe243c41 Görev Kapatanlar false false Jira project%20%3D%20DEV%20AND%20status%20%3D%20Done%20AND%20Sprint%20%3D%2051 assignees pie 450 true 2f3948c0-ae52-36e0-9a8c-3c79fe243c41 Tamamlanan Görevler Jira key,summary,created,assignee,status 30 project = DEV AND status = Done AND Sprint = 34 2f3948c0-ae52-36e0-9a8c-3c79fe243c41 İşlemi Devam Eden Görevler Jira key,summary,created,assignee,status 30 project = DEV AND status = ""In Progress"" AND Sprint = 34 2f3948c0-ae52-36e0-9a8c-3c79fe243c41 Açık Görevler Jira key,summary,created,assignee,status 30 project = DEV AND status = Open AND Sprint = 34 2f3948c0-ae52-36e0-9a8c-3c79fe243c41","{'title': 'Sprint 7 Bülteni', 'id': '3214074', 'source': 'https://wiki.softtech.com.tr/pages/viewpage.action?pageId=3214074'}"
3043cf8f-fa2d-4d20-8f4b-4b0ec5bde227 com.atlassian.confluence.plugins.confluence-knowledge-base:kb-troubleshooting-article-blueprint Add troubleshooting article 3043cf8f-fa2d-4d20-8f4b-4b0ec5bde227 com.atlassian.confluence.plugins.confluence-knowledge-base:kb-troubleshooting-article-blueprint kb-troubleshooting-article Provide solutions for commonly encountered problems. Troubleshooting article Add troubleshooting article kb-troubleshooting-article,"{'title': 'Troubleshooting articles', 'id': '3214080', 'source': 'https://wiki.softtech.com.tr/display/SDO/Troubleshooting+articles'}"
"SonarLint, kurulumu çok basit bir 'Derleyici' eklentisidir. SonarQube yöneticisi tarafından yazılımcı ile paylaşılan 'token' sayesinde şirket içinde kabul edilen SonarQube kuralları ile henüz geliştirme ortamında RCI endeksine uyum sağlanabilmektedir. SonarLint piyasada sıkça kullanılan derleyicilerin bir çoğu tarafından desteklenmektedir. Kurulumu için; https://www.sonarlint.org/ adresine gidilir ve uygun derleyiciye uygun eklenti indirilip, kurulur. Derleyici yeniden başlatılır. VS derleyicileri için üst menüden 'Analyze' içine girilir ve 'Manage SonarQube Connection' seçilir. SonarQube yöneticisi tarafından paylaşılan token bilgisi veya LDAP kullanıcı adı-şifresi (ad.soyad) ile mevcut SonarQube sunucusunun bilgileri ( https://sonar.softtech) girilir. Yetkisine sahip olduğunuz paketleri 'Team Explorer' içerisinde 'Connections' altında SonarQube sekmelerini takip ederek ulaşabilirsiniz.","{'title': 'SonarLint', 'id': '3214089', 'source': 'https://wiki.softtech.com.tr/display/SDO/SonarLint'}"
"Sprint Künyesi Sprintin Numarası 8 Sprintin Tarihi 28.10.2019 - 04.11.2019 Sprintin Amacı devops.softtech ürün gelişimi görevleri ve Karne hedeflerinde yer alan görevlerin takibi. Epic Bazında Dağılım false false Jira project%20%3D%20DEV%20AND%20%22Epic%20Link%22%20in%20(DEV-197%2C%20DEV-192%2C%20DEV-198%2C%20DEV-213%2C%20DEV-136%2C%20DEV-157)%20AND%20Sprint%20%3D%2052 customfield_10101 pie 450 true 2f3948c0-ae52-36e0-9a8c-3c79fe243c41 Görev Kapatanlar false false Jira project%20%3D%20DEV%20AND%20status%20%3D%20Done%20AND%20Sprint%20%3D%2052 assignees pie 450 true 2f3948c0-ae52-36e0-9a8c-3c79fe243c41 Tamamlanan Görevler Jira key,summary,created,assignee,status 30 project = DEV AND status = Done AND Sprint = 34 2f3948c0-ae52-36e0-9a8c-3c79fe243c41 İşlemi Devam Eden Görevler Jira key,summary,created,assignee,status 30 project = DEV AND status = ""In Progress"" AND Sprint = 34 2f3948c0-ae52-36e0-9a8c-3c79fe243c41 Açık Görevler Jira key,summary,created,assignee,status 30 project = DEV AND status = Open AND Sprint = 34 2f3948c0-ae52-36e0-9a8c-3c79fe243c41","{'title': 'Sprint 8 Bülteni', 'id': '3214112', 'source': 'https://wiki.softtech.com.tr/pages/viewpage.action?pageId=3214112'}"
"Container Orkestrasyon aracı olarak Kubernetes ve bu ekosistem içinde yer alan bileşenler konusuda kurumsal farkındalık geliştirme, yetkinlik kazanma ve kazandırma, kurum içi farkındalık yaratma, gelişim ve uygulama ortamları yaratma konusunda çalışmalar yürütülecektir. Bu çalışma grubunun kapsamında, sınırlı olmamakla beraber aşağıdaki konular yer almaktadır, Container Orkestrasyon Araçları ile Entegre CI/CD Pipelineları geliştirme Container Orkestrasyon Araçları Container Orkestrasyon Aracı olarak Kubernetes Container Orkestrasyon Platformu olarak OKD (Origin Kubernetes Distribution) OKD Plotformunda Güvenlik Hybrit ve Federe OKD Uygulamaları OKD Üzerinde Uygulama Kurma ve Ölçekleme Pratikleri Container Orkestrasyon Araçları Üzerinde Service Mesh Uygulamaları (Istio vb.) OKD Üzerinde Metriklerin İzlenmesi OKD Sistem Metriklerinin İzlenmesi OKD üzerinde Container Performanslarının İzlenmesi Service Metriclerinin İzlenmesi Ekosistemde yer alan diğer bileşenler Hashi Corp Vault Entegrasyonu Istio Entegrasyonu 250 Çalışma Grubunun Çıktıları Çalışma grubunun hedef çıktıları arasında, Gerçek ortamda kurulmuş, çalışan, opere edilen, monitör edilen, güvenli ve ölçeklenebilen Kuberntes Altyapıları Kuberntes Altyapısında Sağlıklı bir şekilde çalışan service oriented mimari ile geliştirilmiş uygulamalar Kubernetes Altyapısını ve ilgili Uygulamaları kapsayan CI/CD Pipelineları Her türden Kurulum scripti, playbookları ve YAML konfigürasyon dosyaları (PATH: git repo for the documents) Derlenen bilgilere ait dokümantasyonların oluşturulması Toplantı 1 Notları Tarih: 11 Kasım 2019 Katılımcılar: Sinan, Yiğit, Hikmet, Taylan, Atacan, Ahmet İlk Aşama Çalışma Konuları Uygulamaların kurulması – githubtan örnek uygulamalar kurmak Okd security Hybrit, federe okd clusters Metrikler ve hpalar Hashi Corp Vault integrations Service Mesh (Istio) Toplantı 2 Notları Tarih: 18 Kasım 2019 Katılımcılar: Sinan, Yiğit, Melih, Alpay, Hikmet, Taylan Yapılan scripleri ve çalışmaları yönetmek için GitLab üzerinde proje açıldı. https://gitlab.softtech/softtechiac Görevlerin Dağılımı Hashi Corp Vault - Service Mesh (Istio, Linkerd) - , Metrikler ve HPAlar (Scaling) - Uygulama Kurulumları (CI/CD) - ManageIQ Kurulumu - Infra as Code - OpenShift - İkinci aşamada ele alınacak konular, Hibrit ve Federe Clusterlar OKD Security","{'title': 'Kubernetes ve Docker Altyapı Çalışma Grubu', 'id': '3214187', 'source': 'https://wiki.softtech.com.tr/pages/viewpage.action?pageId=3214187'}"
